證券代碼,年月,週轉率％_月,法人持股%,報酬率％_月
1417 嘉裕,2019/9/27,3.9728,20.91,1.1835
1418 東華,2019/9/27,0.2833,56.62,-3.1339
1419 新紡,2019/9/27,0.0933,85.27,0.3658
1423 利華,2019/9/27,1.552,36.43,-0.0001
1432 大魯閣,2019/9/27,0.7902,55.16,1.1332
1434 福懋,2019/9/27,1.9547,81.67,-0.7341
1435 中福,2019/9/27,2.0604,20.62,3.5333
1436 華友聯,2019/9/27,0.4695,67.31,1.6782
1437 勤益控,2019/9/27,1.9708,21.94,-1.9651
1438 三地開發,2019/9/27,2.5017,26.45,-1.5624
1439 中和,2019/9/27,3.938,60.28,0.3425
1440 南紡,2019/9/27,1.3418,30.55,-2.1741
1441 大東,2019/9/27,4.0466,36.54,-4.6844
1442 名軒,2019/9/27,0.8604,43.33,-3.3641
1443 立益,2019/9/27,0.7174,32.05,-1.9508
1444 力麗,2019/9/27,1.5284,53.8,2.2221
1445 大宇,2019/9/27,0.9203,26.57,-2.751
1446 宏和,2019/9/27,2.0841,45.5,0.6514
1447 力鵬,2019/9/27,0.8055,56.93,0.5756
1449 佳和,2019/9/27,0.1958,32.07,-3.1579
1451 年興,2019/9/27,1.6449,53.84,-1.0847
1452 宏益,2019/9/27,1.7219,6.2,-1.3661
1453 大將,2019/9/27,0.7137,39.25,-1.4908
1454 台富,2019/9/27,0.5271,23.75,-1.1178
1455 集盛,2019/9/27,1.6286,17.6,1.0588
1456 怡華,2019/9/27,0.1985,71.81,-0.2335
1457 宜進,2019/9/27,3.3503,39.41,2.1979
1459 聯發,2019/9/27,0.3851,58.23,-1.2805
1460 宏遠,2019/9/27,0.9582,51.06,-0.0001
1463 強盛,2019/9/27,1.1098,20.21,0.3773
1464 得力,2019/9/27,9.0385,48.01,3.2608
1465 偉全,2019/9/27,0.5502,17.52,2.1053
1466 聚隆,2019/9/27,1.0184,22.75,-4.4063
1467 南緯,2019/9/27,2.0058,30.03,-3.1853
1468 昶和,2019/9/27,0.1752,53.34,-1.2872
1470 大統新創,2019/9/27,0.0781,33.96,-6.4018
1471 首利,2019/9/27,2.8422,9.07,-10.0257
1472 三洋實業,2019/9/27,16.6562,30.65,2.3474
1473 台南,2019/9/27,2.1005,63.04,-2.0596
1474 弘裕,2019/9/27,0.9977,29.49,-1.5555
1475 業旺,2019/9/27,0.1748,80.77,9.1618
1476 儒鴻,2019/9/27,5.965,67.23,8.3331
1477 聚陽,2019/9/27,18.7436,65.04,-11.0814
1503 士電,2019/9/27,0.7302,77.72,7.6113
1504 東元,2019/9/27,4.279,65.25,0.4015
1506 正道,2019/9/27,1.0932,28.43,-0.9835
1507 永大,2019/9/27,0.2376,74.73,-2.4653
1512 瑞利,2019/9/27,0.38,29.3,-2.7132
1513 中興電,2019/9/27,1.8862,49.98,-0.2469
1514 亞力,2019/9/27,15.3965,22.02,3.681
1515 力山,2019/9/27,21.855,36.36,0.907
1516 川飛,2019/9/27,3.904,28.85,4.6053
1517 利奇,2019/9/27,1.1219,24.22,-2.2341
1519 華城,2019/9/27,3.5237,15.19,10.9442
1521 大億,2019/9/27,2.4938,74.89,3.9495
1522 堤維西,2019/9/27,10.3095,56.13,3.3002
1524 耿鼎,2019/9/27,0.9199,8.54,-0.4004
1525 江申,2019/9/27,1.9196,82.41,0.7168
1526 日馳,2019/9/27,7.4433,29.84,-6.1118
1527 鑽全,2019/9/27,11.4707,51.37,-2.7779
1528 恩德,2019/9/27,1.0957,34.82,-4.3388
1529 樂士,2019/9/27,5.5936,53.94,11.8032
1530 亞崴,2019/9/27,0.265,67.48,0.8896
1531 高林股,2019/9/27,1.2886,37.57,-1.9672
1532 勤美,2019/9/27,1.465,44.95,0.4949
1533 車王電,2019/9/27,3.4177,18.4,0.2674
1535 中宇,2019/9/27,1.0263,75.51,5.4261
1536 和大,2019/9/27,5.5382,50.7,-1.2931
1537 廣隆,2019/9/27,4.1047,51.22,-2.6844
1538 正峰,2019/9/27,0.8337,4.08,6.389
1539 巨庭,2019/9/27,2.5088,41.29,-8.2381
1540 喬福,2019/9/27,4.3686,3.73,0.7653
1541 錩泰,2019/9/27,1.0051,24.09,0.8644
1558 伸興,2019/9/27,1.4025,29.92,0.0003
1560 中砂,2019/9/27,5.173,37.21,7.9505
1568 倉佑,2019/9/27,3.7745,41.39,-6.0948
1582 信錦,2019/9/27,3.5862,41.56,-1.9157
1583 程泰,2019/9/27,0.1024,48.51,0.4931
1590 亞德客-KY,2019/9/27,23.2849,85.56,16.1076
1597 直得,2019/9/27,14.9778,15,3.2374
1598 岱宇,2019/9/27,6.0728,47.46,0.622
1604 聲寶,2019/9/27,3.4742,39.21,3.9885
1605 華新,2019/9/27,6.448,49.96,5.0724
1608 華榮,2019/9/27,2.0268,43.72,-0.2044
1609 大亞,2019/9/27,5.8082,11.88,5.4999
1611 中電,2019/9/27,0.7743,52.42,-0.7754
1612 宏泰,2019/9/27,11.7068,24.89,5.4185
1614 三洋電,2019/9/27,0.7658,59.92,3.7635
1615 大山,2019/9/27,0.666,40.27,0.0001
1616 億泰,2019/9/27,1.7214,19.25,6.9978
1617 榮星,2019/9/27,0.3501,65.32,-0.4116
1618 合機,2019/9/27,0.6232,46.02,1.2303
1701 中化,2019/9/27,2.914,35,1.0781
1702 南僑,2019/9/27,1.8679,49.84,-1.5654
1707 葡萄王,2019/9/27,5.0776,52.69,-4.145
1708 東鹼,2019/9/27,0.9578,41.42,0.3889
1709 和益,2019/9/27,0.8038,47.89,2.3623
1710 東聯,2019/9/27,3.0295,76.11,3.5211
1711 永光,2019/9/27,0.9773,15.96,0.3076
1712 興農,2019/9/27,3.1114,25.78,-0.5362
1713 國化,2019/9/27,0.6466,39.34,-0.551
1714 和桐,2019/9/27,3.211,42.61,0.5698
1717 長興,2019/9/27,0.8143,44.96,2.6317
1718 中纖,2019/9/27,2.5051,45.22,0.7418
1720 生達,2019/9/27,0.9888,14.98,-0.0001
1721 三晃,2019/9/27,0.8464,32.28,0.1132
1722 台肥,2019/9/27,2.7192,56.26,0.2202
1723 中碳,2019/9/27,1.1241,68.34,-0.3969
1725 元禎,2019/9/27,0.1985,94.39,1.7544
1726 永記,2019/9/27,0.2407,46.55,1.1561
1727 中華化,2019/9/27,1.0585,34.48,-1.2146
1730 花仙子,2019/9/27,7.7333,36.79,-6.725
1731 美吾華,2019/9/27,1.4679,42.81,1.1454
1732 毛寶,2019/9/27,0.7657,15.75,0
1733 五鼎,2019/9/27,5.5518,16.11,-0.5505
1734 杏輝,2019/9/27,1.4476,13.09,0.5195
1735 日勝化,2019/9/27,0.1207,59.69,0.0001
1736 喬山,2019/9/27,12.5158,6.85,-7.1265
1737 臺鹽,2019/9/27,2.439,66.64,-3.5557
1752 南光,2019/9/27,3.5073,35.78,7.7639
1760 寶齡富錦,2019/9/27,9.0332,34.68,-1.8476
1762 中化生,2019/9/27,32.1661,32.49,-3.5926
1773 勝一,2019/9/27,1.1387,53.35,1.6929
1776 展宇,2019/9/27,0.733,30.15,-1.3157
1783 和康生,2019/9/27,5.3394,41.8,-2.3346
1786 科妍,2019/9/27,24.1119,10.14,0.1406
1789 神隆,2019/9/27,0.7485,77.64,1.7092
1795 美時,2019/9/27,21.7491,71.61,0.2021
1802 台玻,2019/9/27,0.6635,80.73,0.0002
1805 寶徠,2019/9/27,2.0009,27.18,-5.2247
1806 冠軍,2019/9/27,1.4777,47.97,-0.1537
1808 潤隆,2019/9/27,1.9917,73.14,3.4145
1809 中釉,2019/9/27,15.7063,8.43,-7.7492
1810 和成,2019/9/27,0.9466,22.23,-0.1316
1817 凱撒衛,2019/9/27,1.9311,16.64,1.8546
1903 士紙,2019/9/27,0.2677,50.24,-0.0001
1904 正隆,2019/9/27,1.4586,53.68,1.7096
1905 華紙,2019/9/27,2.5928,75.16,-7.7999
1906 寶隆,2019/9/27,3.0066,59.03,1.2146
1907 永豐餘,2019/9/27,1.0083,48.3,0.8657
1909 榮成,2019/9/27,4.0419,67.09,-2.8471
2002 中鋼,2019/9/27,1.4839,60.97,-0.6478
2006 東和鋼鐵,2019/9/27,1.7107,60.4,3.8553
2007 燁興,2019/9/27,0.1666,78.09,-3.7577
2008 高興昌,2019/9/27,1.2885,45.27,0.0001
2009 第一銅,2019/9/27,0.7797,49.72,-5.9114
2010 春源,2019/9/27,1.802,18.06,-0.4901
2012 春雨,2019/9/27,0.2509,30.25,-1.9706
2013 中鋼構,2019/9/27,3.068,58.72,3.5639
2014 中鴻,2019/9/27,3.1411,51.29,-1.8145
2015 豐興,2019/9/27,4.1517,29.16,-5.8609
2017 官田鋼,2019/9/27,0.8032,51.3,-4.7484
2020 美亞,2019/9/27,2.486,62.6,-4.2765
2022 聚亨,2019/9/27,2.0069,35.75,-5.136
2023 燁輝,2019/9/27,0.7022,69.83,0.9966
2024 志聯,2019/9/27,11.3344,32.14,12.5583
2027 大成鋼,2019/9/27,6.729,42.99,-8.7926
2028 威致,2019/9/27,3.0238,54.37,0.8724
2029 盛餘,2019/9/27,0.6099,78.5,3.0928
2030 彰源,2019/9/27,9.1168,25.64,2.3437
2031 新光鋼,2019/9/27,4.1151,30.1,5.3607
2032 新鋼,2019/9/27,3.0417,16.81,1.8762
2033 佳大,2019/9/27,5.0289,33.36,-0.7744
2034 允強,2019/9/27,6.324,41.78,0.5756
2038 海光,2019/9/27,3.1556,45.47,5.2556
2049 上銀,2019/9/27,12.1956,52.95,6.2868
2059 川湖,2019/9/27,7.8953,73.64,7.6218
2062 橋椿,2019/9/27,2.1041,33.01,0.482
2101 南港,2019/9/27,5.6737,61.71,17.8849
2102 泰豐,2019/9/27,3.7876,30.25,2.9918
2103 台橡,2019/9/27,2.8647,70.09,0.629
2104 國際中橡,2019/9/27,3.573,60.02,1.244
2105 正新,2019/9/27,3.1723,35.15,4.0911
2106 建大,2019/9/27,3.7885,22.06,6.7798
2107 厚生,2019/9/27,1.956,42.24,-3.2257
2108 南帝,2019/9/27,1.7166,62.67,-3.9876
2109 華豐,2019/9/27,0.5142,39.13,2.6905
2114 鑫永銓,2019/9/27,0.8053,33.28,-0.0001
2201 裕隆,2019/9/27,4.7894,55.19,-5.9809
2204 中華,2019/9/27,1.3419,86.16,-1.3999
2206 三陽工業,2019/9/27,2.6359,60.53,2.6896
2207 和泰車,2019/9/27,1.1992,87.39,6.5539
2208 台船,2019/9/27,5.2346,59.46,2.7778
2227 裕日車,2019/9/27,0.326,96,1.0122
2231 為升,2019/9/27,9.6286,43.39,-13.2635
2233 宇隆,2019/9/27,17.783,28.18,3.7464
2301 光寶科,2019/9/27,4.7618,78.84,-1.4
2302 麗正,2019/9/27,1.5147,49.63,-0.6369
2303 聯電,2019/9/27,4.0839,69.88,-0.3716
2305 全友,2019/9/27,3.1703,39.99,4.4068
2308 台達電,2019/9/27,4.8677,84.71,-9.5564
2312 金寶,2019/9/27,5.5197,43.06,3.8835
2313 華通,2019/9/27,75.634,27.19,8.2556
2314 台揚,2019/9/27,14.3215,36.79,-0.8264
2316 楠梓電,2019/9/27,83.2446,27.96,12.1019
2317 鴻海,2019/9/27,3.9375,59.41,-1.3477
2321 東訊,2019/9/27,0.5522,64.89,-4.3009
2323 中環,2019/9/27,61.276,10.6,5.4637
2324 仁寶,2019/9/27,4.0833,63.93,-0.2784
2327 國巨,2019/9/27,34.8314,61.25,8.5904
2328 廣宇,2019/9/27,17.4221,47.49,-1.8828
2329 華泰,2019/9/27,25.1684,45.41,-6.1995
2330 台積電,2019/9/27,2.2939,91.78,5.8119
2331 精英,2019/9/27,3.9614,63.51,1.2049
2332 友訊,2019/9/27,8.6962,24.59,-3.9526
2337 旺宏,2019/9/27,83.3789,19.17,14.3377
2338 光罩,2019/9/27,74.5193,30.87,-1.0153
2340 台亞,2019/9/27,28.1402,36.07,-1.7261
2344 華邦電,2019/9/27,15.3635,51.35,4.6921
2345 智邦,2019/9/27,22.8835,83.23,-1.2084
2347 聯強,2019/9/27,4.3245,77.5,-1.8917
2349 錸德,2019/9/27,10.3467,21.41,2.576
2351 順德,2019/9/27,6.489,33.86,0.3241
2352 佳世達,2019/9/27,9.9172,49.88,5.4866
2353 宏碁,2019/9/27,5.7458,37.64,3.4883
2354 鴻準,2019/9/27,4.0472,71.08,2.0505
2355 敬鵬,2019/9/27,4.3336,48.42,-0.939
2356 英業達,2019/9/27,3.428,61.1,-0.4651
2357 華碩,2019/9/27,2.6008,76.49,1.2254
2358 廷鑫,2019/9/27,8.6782,19.46,17.1535
2359 所羅門,2019/9/27,12.349,8.55,0.2343
2360 致茂,2019/9/27,6.4091,75.48,-3.2894
2362 藍天,2019/9/27,2.3686,45.23,3.1147
2363 矽統,2019/9/27,11.1087,31.73,1.6252
2364 倫飛,2019/9/27,1.6835,52.07,30.2129
2365 昆盈,2019/9/27,1.5464,17.33,0.3785
2367 燿華,2019/9/27,167.1297,29.68,18.2276
2368 金像電,2019/9/27,83.737,16.91,-4.4983
2369 菱生,2019/9/27,6.0752,27.35,4.3084
2371 大同,2019/9/27,7.6385,70.77,0.8904
2373 震旦行,2019/9/27,0.1749,81,-1.1506
2374 佳能,2019/9/27,4.7294,34.09,-0.5917
2375 凱美,2019/9/27,168.8826,24.07,21.2886
2376 技嘉,2019/9/27,22.1272,52.35,-5.966
2377 微星,2019/9/27,9.2984,57.52,7.7567
2379 瑞昱,2019/9/27,17.3568,84.54,10.4843
2380 虹光,2019/9/27,2.1804,19.06,-1.173
2382 廣達,2019/9/27,2.2572,69.74,0.1772
2383 台光電,2019/9/27,42.0915,70.12,-4.9242
2385 群光,2019/9/27,6.1058,70.63,3.6282
2387 精元,2019/9/27,59.0478,30.32,-5.8981
2388 威盛,2019/9/27,7.81,61.96,9.4638
2390 云辰,2019/9/27,11.2377,18.79,0.0001
2392 正崴,2019/9/27,20.889,58.19,0.4326
2393 億光,2019/9/27,3.8728,48.17,1.2729
2395 研華,2019/9/27,1.6593,89.24,2.2472
2397 友通,2019/9/27,1.1989,83.16,-7.2331
2399 映泰,2019/9/27,13.352,21.45,-4.9549
2401 凌陽,2019/9/27,14.7662,16.17,3.2847
2402 毅嘉,2019/9/27,9.9344,22.56,2.4316
2404 漢唐,2019/9/27,23.2798,46.24,6.129
2405 浩鑫,2019/9/27,6.0668,10.01,-0.8474
2406 國碩,2019/9/27,14.4839,9.58,2.9667
2408 南亞科,2019/9/27,11.0743,88.35,14.3469
2409 友達,2019/9/27,12.7912,63.23,-3.9121
2412 中華電,2019/9/27,1.6318,81.55,1.8348
2413 環科,2019/9/27,9.1521,11.87,8.4795
2414 精技,2019/9/27,1.5791,42.72,3.5376
2415 錩新,2019/9/27,2.065,27.11,-2.1635
2417 圓剛,2019/9/27,4.5554,8.31,-1.4088
2419 仲琦,2019/9/27,3.7234,27.18,0.5264
2420 新巨,2019/9/27,2.6335,14.28,-1.2839
2421 建準,2019/9/27,27.4492,48.27,-0.7894
2423 固緯,2019/9/27,1.9635,11.67,-1.1515
2424 隴華,2019/9/27,0.2833,63.25,-5.2544
2425 承啟,2019/9/27,5.3587,65.54,-6.4914
2426 鼎元,2019/9/27,6.4866,9.8,-1.274
2427 三商電,2019/9/27,1.7139,55.92,2.4154
2428 興勤,2019/9/27,4.1503,48.31,0.2461
2429 銘旺科,2019/9/27,3.7629,45.05,27.1679
2430 燦坤,2019/9/27,1.509,55.68,-4.19
2431 聯昌,2019/9/27,32.2924,37.69,15.9421
2433 互盛電,2019/9/27,1.1557,81.98,0.5182
2434 統懋,2019/9/27,0.7578,5.54,17.6472
2436 偉詮電,2019/9/27,17.1329,12.8,-0.3663
2438 翔耀,2019/9/27,0.4128,8.06,-2.2691
2439 美律,2019/9/27,28.6413,61.1,4.1095
2440 太空梭,2019/9/27,0.2013,18.3,-1.1295
2441 超豐,2019/9/27,1.4306,74.47,4.1211
2442 新美齊,2019/9/27,13.246,55.77,0.8299
2443 昶虹,2019/9/27,1.8251,19.9,-6.2706
2444 兆勁,2019/9/27,44.0189,8.81,6.4037
2449 京元電子,2019/9/27,28.6307,70.3,2.05
2450 神腦,2019/9/27,0.4991,76.67,-0.1631
2451 創見,2019/9/27,1.3694,76.3,-2.2761
2453 凌群,2019/9/27,12.487,12.96,-1.2232
2454 聯發科,2019/9/27,10.2127,74.31,0.4082
2455 全新,2019/9/27,93.594,39.02,17.8992
2457 飛宏,2019/9/27,3.1944,9.53,-4.0586
2458 義隆,2019/9/27,37.3993,69.72,0.5869
2459 敦吉,2019/9/27,0.9688,26.39,2.8765
2460 建通,2019/9/27,0.7979,54.78,-2.3639
2461 光群雷,2019/9/27,39.5929,14.57,-7.6305
2462 良得電,2019/9/27,2.3224,42.92,-2.8987
2464 盟立,2019/9/27,9.3238,42.6,-7.0831
2465 麗臺,2019/9/27,5.8876,0.39,0.4424
2466 冠西電,2019/9/27,1.1392,80.48,0.9215
2467 志聖,2019/9/27,3.1688,32.82,-6.0071
2468 華經,2019/9/27,1.974,68.2,0.3998
2471 資通,2019/9/27,29.8796,7.44,4.4736
2472 立隆電,2019/9/27,15.3832,25.77,-1.6393
2474 可成,2019/9/27,14.5013,80.66,12.2224
2476 鉅祥,2019/9/27,1.3343,45.03,2.5642
2477 美隆電,2019/9/27,4.4219,49.41,16.4647
2478 大毅,2019/9/27,50.0426,41.52,-0.9684
2480 敦陽科,2019/9/27,4.3578,23.71,2.9414
2481 強茂,2019/9/27,25.145,33.44,-0.565
2482 連宇,2019/9/27,55.2955,30.83,30.1373
2483 百容,2019/9/27,1.4229,20.03,-1.4562
2484 希華,2019/9/27,19.2509,7.34,-4.7733
2485 兆赫,2019/9/27,8.9906,7.57,-2.3209
2486 一詮,2019/9/27,3.1244,7.49,-3.1877
2488 漢平,2019/9/27,24.4653,29.24,-6.2133
2489 瑞軒,2019/9/27,3.7237,22.31,6.4516
2491 吉祥全,2019/9/27,5.4531,27.76,20.3815
2492 華新科,2019/9/27,33.1966,73.74,10.4432
2493 揚博,2019/9/27,3.0995,10.95,1.2729
2495 普安,2019/9/27,10.1455,29.11,11.0688
2496 卓越,2019/9/27,4.1239,74.38,-14.2671
2497 怡利電,2019/9/27,12.5061,5.2,9.1882
2498 宏達電,2019/9/27,14.768,33.41,2.1583
2501 國建,2019/9/27,1.3105,83.31,0.7371
2504 國產,2019/9/27,8.082,50.17,13.0923
2505 國揚,2019/9/27,0.9773,71.25,12.7571
2506 太設,2019/9/27,0.9607,49.14,-0.3373
2509 全坤建,2019/9/27,0.9131,64.56,2.0406
2511 太子,2019/9/27,0.9489,54.75,0.9173
2514 龍邦,2019/9/27,3.6182,66.32,5.2805
2515 中工,2019/9/27,8.7204,26.71,2.9177
2516 新建,2019/9/27,0.7031,6.19,-1.1688
2520 冠德,2019/9/27,11.0927,38.5,-6.6326
2524 京城,2019/9/27,0.5322,46.98,-3.1141
2527 宏璟,2019/9/27,0.9156,76.62,-0.8969
2528 皇普,2019/9/27,2.8901,69.08,16.2466
2530 華建,2019/9/27,1.0216,66.17,-0.9261
2534 宏盛,2019/9/27,3.6137,61.64,-0.2506
2535 達欣工,2019/9/27,3.9978,27.01,2.2557
2536 宏普,2019/9/27,2.7148,73.72,3.0075
2537 聯上發,2019/9/27,12.8039,50.23,-10.1088
2538 基泰,2019/9/27,1.4547,26.47,4.4249
2539 櫻花建,2019/9/27,0.4986,30.59,0.5208
2540 愛山林,2019/9/27,0.1637,37.11,-4.6026
2542 興富發,2019/9/27,6.8269,63.2,0.8081
2543 皇昌,2019/9/27,0.0888,66.93,4.7488
2545 皇翔,2019/9/27,1.2025,62.93,-0.3253
2546 根基,2019/9/27,1.5778,47.22,-2.3645
2547 日勝生,2019/9/27,2.3037,38.79,-0.844
2548 華固,2019/9/27,6.6634,63.08,-0.621
2597 潤弘,2019/9/27,0.4956,74.47,3.3212
2601 益航,2019/9/27,12.0724,25.95,2.896
2603 長榮,2019/9/27,3.6402,44.03,1.1673
2605 新興,2019/9/27,7.3586,45.97,0.7524
2606 裕民,2019/9/27,5.5357,66.67,-2.8944
2607 榮運,2019/9/27,1.0177,59.36,2.2388
2608 嘉里大榮,2019/9/27,0.2859,73.72,-2.1505
2609 陽明,2019/9/27,0.8495,60.76,-2.0099
2610 華航,2019/9/27,2.0151,76.85,-1.7315
2611 志信,2019/9/27,1.2625,58.49,-3.5434
2612 中航,2019/9/27,8.5997,68.27,-6.0205
2613 中櫃,2019/9/27,1.0962,60.88,2.9629
2614 東森,2019/9/27,4.2752,43.37,6.599
2615 萬海,2019/9/27,2.2894,73.88,-3.9475
2616 山隆,2019/9/27,2.6719,40.45,-0.3369
2617 台航,2019/9/27,3.5138,66.71,-6.1425
2618 長榮航,2019/9/27,3.816,72.53,2.8297
2633 台灣高鐵,2019/9/27,2.3689,90.08,-6.8603
2636 台驊投控,2019/9/27,3.5773,38.22,-0.8438
2637 慧洋-KY,2019/9/27,6.4582,36.23,-5.6604
2701 萬企,2019/9/27,0.2029,79.4,-1.1362
2702 華園,2019/9/27,2.1234,57.07,0.554
2704 國賓,2019/9/27,0.6732,78.1,0.6992
2705 六福,2019/9/27,7.4555,15.52,15.3741
2706 第一店,2019/9/27,0.326,79.95,2.3892
2707 晶華,2019/9/27,4.7095,79.25,-0.2631
2722 夏都,2019/9/27,0.0762,83.26,4.0001
2723 美食-KY,2019/9/27,8.5244,73.24,-4.6668
2727 王品,2019/9/27,3.6344,33.38,1.5766
2801 彰銀,2019/9/27,1.4942,77.65,7.1779
2809 京城銀,2019/9/27,2.0421,55.41,0.3253
2812 台中銀,2019/9/27,2.2573,63.5,0.4237
2816 旺旺保,2019/9/27,2.1004,65.41,0.4835
2820 華票,2019/9/27,2.9256,60.86,0.678
2832 台產,2019/9/27,1.0318,54.77,0.2475
2834 臺企銀,2019/9/27,4.8961,58.14,3.6585
2836 高雄銀,2019/9/27,1.3353,71.95,3.9738
2838 聯邦銀,2019/9/27,0.6873,81.63,2.9558
2841 台開,2019/9/27,3.5198,28.59,1.3004
2845 遠東銀,2019/9/27,1.2206,68.77,3.4484
2849 安泰銀,2019/9/27,0.7306,98.13,6.093
2850 新產,2019/9/27,0.6346,68.46,-0.2667
2851 中再保,2019/9/27,0.3696,82.89,1.4006
2852 第一保,2019/9/27,0.4698,44.63,-0.0001
2855 統一證,2019/9/27,1.4,68.52,1.5688
2867 三商壽,2019/9/27,1.521,66.79,1.4286
2880 華南金,2019/9/27,1.6016,72.64,5.0124
2881 富邦金,2019/9/27,1.9579,76.47,2.0619
2882 國泰金,2019/9/27,1.903,75.12,1.8679
2883 開發金,2019/9/27,1.9839,57.06,1.6499
2884 玉山金,2019/9/27,3.029,67.77,3.9604
2885 元大金,2019/9/27,2.3429,81.9,2.4931
2886 兆豐金,2019/9/27,2.3682,86.21,-0.0001
2887 台新金,2019/9/27,2.916,58.39,3.3581
2888 新光金,2019/9/27,9.2617,53.39,2.2307
2889 國票金,2019/9/27,2.0529,60.75,3.4162
2890 永豐金,2019/9/27,2.8059,68.13,2.1098
2891 中信金,2019/9/27,2.5753,73.96,1.2287
2892 第一金,2019/9/27,2.0741,63.98,1.3953
2897 王道銀行,2019/9/27,0.91,82.25,0.5242
2901 欣欣,2019/9/27,0.9241,62.59,-0.2922
2903 遠百,2019/9/27,2.6477,69.37,1.0569
2904 匯僑,2019/9/27,1.6108,50.71,3.564
2905 三商,2019/9/27,3.3038,63.78,6.4872
2906 高林,2019/9/27,0.747,53.61,2.2025
2908 特力,2019/9/27,0.636,68.76,0.9391
2910 統領,2019/9/27,0.0699,60.42,-0.3715
2911 麗嬰房,2019/9/27,7.0603,26.46,13.8581
2912 統一超,2019/9/27,1.4685,95.43,-0.6849
2913 農林,2019/9/27,5.3075,45.97,5.4838
2915 潤泰全,2019/9/27,5.0455,77.79,-4.0173
3002 歐格,2019/9/27,3.8078,22.63,-1.8692
3003 健和興,2019/9/27,7.189,29.74,8.2707
3004 豐達科,2019/9/27,17.8377,65.18,-8.8572
3005 神基,2019/9/27,5.9923,84.76,-1.2671
3006 晶豪科,2019/9/27,13.8537,23.53,2.4883
3008 大立光,2019/9/27,11.6252,68.73,14.3962
3010 華立,2019/9/27,0.803,55.98,-0.9363
3011 今皓,2019/9/27,3.3402,0.64,-1.5872
3013 晟銘電,2019/9/27,3.5143,12.31,-2.1428
3014 聯陽,2019/9/27,26.8063,39.37,9.0656
3015 全漢,2019/9/27,1.1557,33.63,4.8003
3016 嘉晶,2019/9/27,30.6453,67.94,-1.3251
3017 奇鋐,2019/9/27,55.8413,54.64,-7.6671
3018 同開,2019/9/27,8.1415,15.35,-5.5102
3019 亞光,2019/9/27,14.8586,21.73,-8.6348
3021 鴻名,2019/9/27,3.2042,47.91,-9.0341
3022 威強電,2019/9/27,2.642,46.92,-0.6376
3023 信邦,2019/9/27,6.5864,66.33,-12.3637
3024 憶聲,2019/9/27,1.6316,16.25,3.5332
3025 星通,2019/9/27,5.5866,3.94,-4.8565
3026 禾伸堂,2019/9/27,9.6804,41.01,-0.1096
3027 盛達,2019/9/27,4.2941,1.29,4.2667
3028 增你強,2019/9/27,2.105,23.54,2.1532
3029 零壹,2019/9/27,41.8856,16.9,-1.3512
3030 德律,2019/9/27,2.6666,39.08,2.7027
3031 佰鴻,2019/9/27,6.9951,34.27,8.5716
3032 偉訓,2019/9/27,1.0919,52.33,1.4
3033 威健,2019/9/27,2.1199,21.1,1.6758
3034 聯詠,2019/9/27,23.8799,86.56,-4.3012
3035 智原,2019/9/27,48.2217,55.81,1.7606
3036 文曄,2019/9/27,3.0061,55.83,0.6493
3037 欣興,2019/9/27,58.3703,75.22,11.7798
3038 全台,2019/9/27,53.4232,18.74,-4.5212
3040 遠見,2019/9/27,0.7968,37.68,-1.3722
3041 揚智,2019/9/27,106.4896,24.1,16.4504
3042 晶技,2019/9/27,17.7878,54.19,-2.2585
3043 科風,2019/9/27,1.288,10.07,4.089
3044 健鼎,2019/9/27,7.0762,83.94,-1.7622
3045 台灣大,2019/9/27,1.4436,89.17,-0.0002
3046 建碁,2019/9/27,1.7663,57.54,0.7212
3047 訊舟,2019/9/27,8.5296,17.24,-5.1163
3048 益登,2019/9/27,28.7857,12.9,18.1519
3049 和鑫,2019/9/27,42.7953,42.94,-2.1278
3050 鈺德,2019/9/27,16.5525,44.95,6.3929
3051 力特,2019/9/27,0.6049,4.21,-1.6722
3052 夆典,2019/9/27,28.5484,24.99,27.4508
3054 立萬利,2019/9/27,0.5547,70.59,-1.1629
3055 蔚華科,2019/9/27,4.2463,52.99,8.4389
3056 總太,2019/9/27,7.2794,35,-3.6511
3057 喬鼎,2019/9/27,1.3085,9.39,-2.657
3058 立德,2019/9/27,1.1671,19.15,3.6213
3059 華晶科,2019/9/27,7.5655,23.16,0.3976
3060 銘異,2019/9/27,10.4685,17.63,1.0831
3062 建漢,2019/9/27,48.4725,36.24,18.8312
3090 日電貿,2019/9/27,14.8312,19.72,3.3687
3092 鴻碩,2019/9/27,4.3615,20.55,-3.4897
3094 聯傑,2019/9/27,2.3188,11.69,1.4791
3130 一零四,2019/9/27,0.2531,55.6,-1.7751
3138 耀登,2019/9/27,17.3043,44.26,-4.4536
3149 正達,2019/9/27,4.6281,27.22,5.2382
3164 景岳,2019/9/27,1.1604,2.01,-2.5
3167 大量,2019/9/27,1.4526,7.76,-0.6181
3189 景碩,2019/9/27,38.1363,63.69,7.2983
3209 全科,2019/9/27,2.7532,4.72,2.2099
3229 晟鈦,2019/9/27,6.693,33.34,-5.7693
3231 緯創,2019/9/27,10.136,47.98,0.6024
3257 虹冠電,2019/9/27,9.778,18.26,4.8358
3266 昇陽,2019/9/27,1.2622,76.98,1.4284
3296 勝德,2019/9/27,3.2996,13.8,13.6056
3305 昇貿,2019/9/27,6.6951,26.15,3.8376
3308 聯德,2019/9/27,0.3713,27.69,2.5423
